ID,Data,Customer ID,Sexo,Idade,Categoria,Quantidade,Preco por Unidade,Total
335,2023-02-04,CUST335,Mulher,47,Beleza,4,30,120
336,2023-12-12,CUST336,Mulher,52,Beleza,3,50,150
337,2023-05-01,CUST337,Homem,38,Roupas,1,500,500
338,2023-07-26,CUST338,Homem,54,Beleza,2,50,100
339,2023-03-03,CUST339,Mulher,22,Eletronicos,2,25,50
340,2023-10-19,CUST340,Mulher,36,Roupas,4,300,1200
341,2023-05-07,CUST341,Homem,31,Roupas,4,50,200
342,2023-10-24,CUST342,Mulher,43,Roupas,4,500,2000
343,2023-11-01,CUST343,Homem,21,Eletronicos,2,25,50
344,2023-01-21,CUST344,Mulher,42,Beleza,1,30,30
345,2023-11-14,CUST345,Homem,62,Eletronicos,1,30,30
346,2023-02-11,CUST346,Homem,59,Roupas,2,500,1000
347,2023-08-03,CUST347,Homem,42,Eletronicos,1,25,25
348,2023-12-03,CUST348,Mulher,35,Eletronicos,2,300,600
349,2023-10-26,CUST349,Mulher,57,Beleza,1,50,50
350,2023-10-17,CUST350,Homem,25,Beleza,3,25,75
351,2023-09-25,CUST351,Mulher,56,Roupas,3,30,90
352,2023-06-11,CUST352,Homem,57,Eletronicos,2,500,1000
353,2023-05-14,CUST353,Homem,31,Eletronicos,1,500,500
354,2023-04-15,CUST354,Mulher,49,Beleza,4,50,200
355,2023-12-09,CUST355,Mulher,55,Eletronicos,1,500,500
356,2023-06-10,CUST356,Homem,50,Eletronicos,3,500,1500
357,2023-05-03,CUST357,Mulher,40,Eletronicos,3,25,75
358,2023-05-16,CUST358,Mulher,32,Beleza,1,300,300
359,2023-07-22,CUST359,Homem,50,Roupas,1,50,50
360,2023-03-09,CUST360,Homem,42,Roupas,4,25,100
361,2023-12-10,CUST361,Mulher,34,Eletronicos,4,300,1200
362,2023-11-27,CUST362,Homem,50,Roupas,1,25,25
363,2023-06-03,CUST363,Homem,64,Beleza,1,25,25
364,2023-08-23,CUST364,Mulher,19,Beleza,1,500,500
365,2023-06-11,CUST365,Homem,31,Roupas,1,300,300
366,2023-02-07,CUST366,Homem,57,Roupas,2,50,100
367,2023-01-05,CUST367,Mulher,57,Eletronicos,1,50,50
368,2023-08-23,CUST368,Mulher,56,Roupas,4,300,1200
369,2023-11-15,CUST369,Homem,23,Eletronicos,3,500,1500
370,2023-10-16,CUST370,Homem,23,Eletronicos,2,30,60
371,2023-02-21,CUST371,Mulher,20,Beleza,1,25,25
372,2023-02-07,CUST372,Mulher,24,Beleza,3,500,1500
373,2023-10-03,CUST373,Mulher,25,Beleza,2,300,600
374,2023-04-20,CUST374,Mulher,59,Beleza,3,25,75
375,2023-09-17,CUST375,Homem,32,Roupas,1,50,50
376,2023-05-16,CUST376,Mulher,64,Beleza,1,30,30
377,2023-03-09,CUST377,Mulher,46,Roupas,4,50,200
378,2023-06-28,CUST378,Homem,50,Beleza,1,300,300
379,2023-02-05,CUST379,Mulher,47,Roupas,1,25,25
380,2023-05-06,CUST380,Homem,56,Eletronicos,2,300,600
381,2023-07-09,CUST381,Mulher,44,Roupas,4,25,100
382,2023-05-26,CUST382,Mulher,53,Roupas,2,500,1000
383,2023-03-22,CUST383,Mulher,46,Beleza,3,30,90
384,2023-08-13,CUST384,Homem,55,Roupas,1,500,500
385,2023-10-06,CUST385,Homem,50,Eletronicos,3,500,1500
386,2023-12-27,CUST386,Mulher,54,Eletronicos,2,300,600
387,2023-06-04,CUST387,Homem,44,Beleza,1,30,30
388,2023-11-10,CUST388,Homem,50,Eletronicos,1,25,25
389,2023-12-01,CUST389,Homem,21,Roupas,2,25,50
390,2023-09-28,CUST390,Homem,39,Eletronicos,2,50,100
391,2023-01-05,CUST391,Homem,19,Beleza,2,25,50
392,2023-12-08,CUST392,Homem,27,Roupas,2,300,600
393,2023-10-11,CUST393,Mulher,22,Beleza,2,500,1000
394,2023-06-03,CUST394,Mulher,27,Roupas,1,500,500
395,2023-12-06,CUST395,Homem,50,Eletronicos,2,500,1000
396,2023-02-23,CUST396,Mulher,55,Beleza,1,30,30
397,2023-03-10,CUST397,Mulher,30,Beleza,1,25,25
398,2023-05-16,CUST398,Mulher,48,Roupas,2,300,600
399,2023-03-01,CUST399,Mulher,64,Beleza,2,30,60
400,2023-02-24,CUST400,Homem,53,Roupas,4,50,200
401,2023-10-11,CUST401,Mulher,62,Roupas,1,300,300
402,2023-03-21,CUST402,Mulher,41,Roupas,2,300,600
403,2023-05-20,CUST403,Homem,32,Roupas,2,300,600
404,2023-05-25,CUST404,Homem,46,Eletronicos,2,500,1000
405,2023-11-06,CUST405,Mulher,25,Roupas,4,300,1200
406,2023-04-18,CUST406,Mulher,22,Beleza,4,25,100
407,2023-06-25,CUST407,Mulher,46,Eletronicos,3,300,900
408,2023-04-15,CUST408,Mulher,64,Beleza,1,500,500
409,2023-12-18,CUST409,Mulher,21,Eletronicos,3,300,900
410,2023-11-21,CUST410,Mulher,29,Roupas,2,50,100
411,2023-05-16,CUST411,Homem,62,Eletronicos,4,50,200
412,2023-09-16,CUST412,Mulher,19,Eletronicos,4,500,2000
413,2023-09-08,CUST413,Mulher,44,Beleza,3,25,75
414,2023-05-09,CUST414,Homem,48,Beleza,4,25,100
415,2023-01-27,CUST415,Homem,53,Roupas,2,30,60
416,2023-02-17,CUST416,Homem,53,Eletronicos,4,500,2000
417,2023-11-21,CUST417,Homem,43,Eletronicos,3,300,900
418,2023-08-05,CUST418,Mulher,60,Eletronicos,2,500,1000
419,2023-05-22,CUST419,Mulher,44,Roupas,3,30,90
420,2023-01-23,CUST420,Mulher,22,Roupas,4,500,2000
421,2023-01-02,CUST421,Mulher,37,Roupas,3,500,1500
422,2023-06-20,CUST422,Mulher,28,Roupas,3,30,90
423,2023-03-08,CUST423,Mulher,27,Roupas,1,25,25
424,2023-11-23,CUST424,Homem,57,Beleza,4,300,1200
425,2023-05-15,CUST425,Mulher,55,Eletronicos,4,30,120
426,2023-03-24,CUST426,Homem,23,Eletronicos,3,50,150
427,2023-08-15,CUST427,Homem,25,Eletronicos,1,25,25
428,2023-10-10,CUST428,Mulher,40,Eletronicos,4,50,200
429,2023-12-28,CUST429,Homem,64,Eletronicos,2,25,50
430,2023-08-07,CUST430,Mulher,43,Eletronicos,3,300,900
431,2023-10-15,CUST431,Homem,63,Eletronicos,4,300,1200
432,2023-01-05,CUST432,Mulher,60,Eletronicos,2,500,1000
433,2023-02-27,CUST433,Homem,29,Beleza,4,50,200
434,2023-02-08,CUST434,Mulher,43,Eletronicos,2,25,50
435,2023-12-20,CUST435,Mulher,30,Beleza,3,300,900
436,2023-03-18,CUST436,Mulher,57,Roupas,4,30,120
437,2023-10-07,CUST437,Mulher,35,Eletronicos,4,300,1200
438,2023-01-19,CUST438,Mulher,42,Roupas,1,30,30
439,2023-07-09,CUST439,Homem,50,Roupas,3,25,75
440,2023-10-26,CUST440,Homem,64,Roupas,2,300,600
441,2023-10-10,CUST441,Homem,57,Beleza,4,300,1200
442,2023-03-17,CUST442,Mulher,60,Roupas,4,25,100
443,2023-08-09,CUST443,Homem,29,Roupas,2,300,600
444,2023-03-07,CUST444,Mulher,61,Roupas,3,30,90
445,2023-01-22,CUST445,Mulher,53,Eletronicos,1,300,300
446,2023-06-07,CUST446,Homem,21,Eletronicos,1,50,50
447,2023-07-06,CUST447,Homem,22,Beleza,4,500,2000
448,2023-01-21,CUST448,Mulher,54,Beleza,2,30,60
449,2023-07-03,CUST449,Homem,25,Eletronicos,4,50,200
450,2023-04-18,CUST450,Mulher,59,Beleza,2,25,50
451,2023-12-16,CUST451,Mulher,45,Eletronicos,1,30,30
452,2023-05-08,CUST452,Mulher,48,Roupas,3,500,1500
453,2023-12-08,CUST453,Mulher,26,Roupas,2,500,1000
454,2023-02-22,CUST454,Mulher,46,Beleza,1,25,25
455,2023-07-01,CUST455,Homem,31,Eletronicos,4,25,100
456,2023-10-14,CUST456,Homem,57,Eletronicos,2,30,60
457,2023-07-28,CUST457,Mulher,58,Beleza,3,300,900
458,2023-11-14,CUST458,Mulher,39,Eletronicos,4,25,100
459,2023-03-21,CUST459,Homem,28,Roupas,4,300,1200
460,2023-05-02,CUST460,Homem,40,Beleza,1,50,50
461,2023-03-25,CUST461,Mulher,18,Beleza,2,500,1000
462,2023-04-01,CUST462,Homem,63,Eletronicos,4,300,1200
463,2023-07-31,CUST463,Mulher,54,Beleza,3,500,1500
464,2023-01-13,CUST464,Homem,38,Eletronicos,2,300,600
465,2023-04-02,CUST465,Mulher,43,Eletronicos,3,50,150
466,2023-06-20,CUST466,Homem,63,Eletronicos,4,25,100
467,2023-07-30,CUST467,Mulher,53,Eletronicos,3,50,150
468,2023-12-09,CUST468,Homem,40,Eletronicos,1,25,25
469,2023-05-08,CUST469,Homem,18,Beleza,3,25,75
470,2023-05-17,CUST470,Mulher,57,Roupas,2,500,1000
471,2023-03-23,CUST471,Homem,32,Roupas,3,50,150
472,2023-12-26,CUST472,Mulher,38,Beleza,3,300,900
473,2023-02-25,CUST473,Homem,64,Beleza,1,50,50
474,2023-07-15,CUST474,Mulher,26,Roupas,3,500,1500
475,2023-01-20,CUST475,Homem,26,Roupas,3,25,75
476,2023-08-29,CUST476,Mulher,27,Roupas,4,500,2000
477,2023-04-24,CUST477,Homem,43,Roupas,4,30,120
478,2023-04-13,CUST478,Mulher,58,Roupas,2,30,60
479,2023-08-24,CUST479,Homem,52,Eletronicos,4,300,1200
480,2023-06-29,CUST480,Mulher,42,Beleza,4,500,2000
481,2023-06-06,CUST481,Mulher,43,Eletronicos,4,300,1200
482,2023-04-27,CUST482,Mulher,28,Roupas,4,300,1200
483,2023-04-25,CUST483,Homem,55,Roupas,1,30,30
484,2023-01-13,CUST484,Mulher,19,Roupas,4,300,1200
485,2023-12-04,CUST485,Homem,24,Eletronicos,1,30,30
486,2023-04-09,CUST486,Mulher,35,Eletronicos,1,25,25
487,2023-07-24,CUST487,Homem,44,Roupas,4,500,2000
488,2023-06-18,CUST488,Mulher,51,Eletronicos,3,300,900
489,2023-05-23,CUST489,Homem,44,Eletronicos,1,30,30
490,2023-02-05,CUST490,Homem,34,Roupas,3,50,150
491,2023-05-23,CUST491,Mulher,60,Eletronicos,3,300,900
492,2023-06-29,CUST492,Homem,61,Beleza,4,25,100
493,2023-11-25,CUST493,Homem,41,Beleza,2,25,50
494,2023-09-18,CUST494,Mulher,42,Beleza,4,50,200
495,2023-07-24,CUST495,Homem,24,Beleza,2,30,60
496,2023-12-14,CUST496,Homem,23,Roupas,2,300,600
497,2023-10-02,CUST497,Homem,41,Roupas,4,30,120
498,2023-06-19,CUST498,Mulher,50,Roupas,4,25,100
499,2023-01-15,CUST499,Homem,46,Beleza,2,30,60
500,2023-03-01,CUST500,Mulher,60,Beleza,4,25,100
501,2023-05-14,CUST501,Homem,39,Eletronicos,2,30,60
502,2023-04-02,CUST502,Homem,43,Eletronicos,3,50,150
503,2023-10-25,CUST503,Homem,45,Beleza,4,500,2000
504,2023-05-16,CUST504,Mulher,38,Beleza,3,50,150
505,2023-01-20,CUST505,Homem,24,Beleza,1,50,50
506,2023-02-25,CUST506,Homem,34,Beleza,3,500,1500
507,2023-11-02,CUST507,Mulher,37,Eletronicos,3,500,1500
508,2023-08-11,CUST508,Homem,58,Beleza,2,300,600
509,2023-06-26,CUST509,Mulher,37,Eletronicos,3,300,900
510,2023-06-10,CUST510,Mulher,39,Beleza,4,50,200
511,2023-08-12,CUST511,Homem,45,Beleza,2,50,100
512,2023-11-07,CUST512,Mulher,57,Beleza,1,25,25
513,2023-09-19,CUST513,Homem,24,Eletronicos,4,25,100
514,2023-03-01,CUST514,Mulher,18,Eletronicos,1,300,300
515,2023-07-17,CUST515,Mulher,49,Roupas,3,300,900
516,2023-10-23,CUST516,Homem,30,Beleza,4,25,100
517,2023-04-08,CUST517,Mulher,47,Roupas,4,25,100
518,2023-05-11,CUST518,Mulher,40,Roupas,1,30,30
519,2023-01-23,CUST519,Mulher,36,Eletronicos,4,30,120
520,2023-12-29,CUST520,Mulher,49,Eletronicos,4,25,100
521,2023-08-12,CUST521,Mulher,47,Roupas,4,30,120
522,2023-01-01,CUST522,Homem,46,Beleza,3,500,1500
523,2023-09-24,CUST523,Mulher,62,Eletronicos,1,300,300
524,2023-10-03,CUST524,Homem,46,Beleza,4,300,1200
525,2023-12-18,CUST525,Mulher,47,Beleza,2,25,50
526,2023-12-10,CUST526,Homem,33,Roupas,2,50,100
527,2023-04-11,CUST527,Homem,57,Roupas,2,25,50
528,2023-07-06,CUST528,Mulher,36,Roupas,2,30,60
529,2023-08-09,CUST529,Mulher,35,Roupas,3,50,150
530,2023-02-05,CUST530,Mulher,18,Eletronicos,4,30,120
531,2023-12-07,CUST531,Homem,31,Eletronicos,1,500,500
532,2023-06-19,CUST532,Mulher,64,Roupas,4,30,120
533,2023-11-16,CUST533,Homem,19,Eletronicos,3,500,1500
534,2023-06-10,CUST534,Homem,45,Roupas,2,500,1000
535,2023-12-06,CUST535,Homem,47,Beleza,3,30,90
536,2023-03-05,CUST536,Mulher,55,Beleza,4,30,120
537,2023-06-03,CUST537,Mulher,21,Beleza,1,500,500
538,2023-09-17,CUST538,Homem,18,Roupas,3,50,150
539,2023-06-08,CUST539,Homem,25,Beleza,1,500,500
540,2023-12-08,CUST540,Mulher,46,Eletronicos,3,300,900
541,2023-07-29,CUST541,Homem,56,Beleza,1,500,500
542,2023-06-17,CUST542,Mulher,20,Beleza,1,50,50
543,2023-07-26,CUST543,Homem,49,Beleza,2,300,600
544,2023-12-23,CUST544,Mulher,27,Eletronicos,1,25,25
545,2023-06-01,CUST545,Homem,27,Roupas,2,25,50
546,2023-10-11,CUST546,Mulher,36,Eletronicos,4,50,200
547,2023-03-07,CUST547,Homem,63,Roupas,4,500,2000
548,2023-04-09,CUST548,Mulher,51,Roupas,2,30,60
549,2023-08-04,CUST549,Mulher,50,Beleza,2,50,100
550,2023-12-07,CUST550,Homem,40,Roupas,3,300,900
551,2023-07-14,CUST551,Homem,45,Eletronicos,3,300,900
552,2023-12-13,CUST552,Mulher,49,Eletronicos,3,25,75
553,2023-03-31,CUST553,Homem,24,Roupas,4,300,1200
554,2023-11-12,CUST554,Mulher,46,Beleza,3,50,150
555,2023-10-19,CUST555,Homem,25,Beleza,1,300,300
556,2023-06-04,CUST556,Mulher,18,Eletronicos,1,50,50
557,2023-07-27,CUST557,Mulher,20,Beleza,3,30,90
558,2023-10-08,CUST558,Mulher,41,Roupas,1,25,25
559,2023-01-01,CUST559,Mulher,40,Roupas,4,300,1200
560,2023-06-05,CUST560,Mulher,25,Eletronicos,1,50,50
561,2023-05-27,CUST561,Mulher,64,Roupas,4,500,2000
562,2023-04-18,CUST562,Homem,54,Eletronicos,2,25,50
563,2023-08-09,CUST563,Homem,20,Roupas,2,30,60
564,2023-10-24,CUST564,Homem,50,Eletronicos,2,50,100
565,2023-11-07,CUST565,Mulher,45,Beleza,2,30,60
566,2023-12-02,CUST566,Mulher,64,Roupas,1,30,30
567,2023-06-14,CUST567,Mulher,25,Roupas,3,300,900
568,2023-08-27,CUST568,Mulher,51,Eletronicos,1,300,300
569,2023-08-15,CUST569,Homem,52,Eletronicos,4,50,200
570,2023-08-15,CUST570,Homem,49,Roupas,1,500,500
571,2023-12-12,CUST571,Mulher,41,Eletronicos,1,50,50
572,2023-04-20,CUST572,Homem,31,Roupas,4,500,2000
573,2023-09-19,CUST573,Homem,49,Beleza,2,30,60
574,2023-08-31,CUST574,Mulher,63,Eletronicos,2,25,50
575,2023-03-28,CUST575,Homem,60,Roupas,2,50,100
576,2023-12-04,CUST576,Mulher,33,Beleza,3,50,150
577,2023-02-13,CUST577,Homem,21,Beleza,4,500,2000
578,2023-05-26,CUST578,Mulher,54,Roupas,4,30,120
579,2023-09-21,CUST579,Mulher,38,Eletronicos,1,30,30
580,2023-12-06,CUST580,Mulher,31,Roupas,3,500,1500
581,2023-11-21,CUST581,Mulher,48,Beleza,2,30,60
582,2023-11-14,CUST582,Homem,35,Roupas,3,300,900
583,2023-06-21,CUST583,Mulher,24,Eletronicos,4,25,100
584,2023-02-17,CUST584,Mulher,27,Beleza,4,50,200
585,2023-05-01,CUST585,Mulher,24,Roupas,1,25,25
586,2023-12-11,CUST586,Homem,50,Eletronicos,1,50,50
587,2023-06-08,CUST587,Mulher,40,Beleza,4,300,1200
588,2023-04-26,CUST588,Homem,38,Eletronicos,2,30,60
589,2023-04-12,CUST589,Mulher,36,Beleza,2,500,1000
590,2023-03-17,CUST590,Homem,36,Roupas,3,300,900
591,2023-01-13,CUST591,Homem,53,Eletronicos,4,25,100
592,2023-01-24,CUST592,Mulher,46,Beleza,4,500,2000
593,2023-05-06,CUST593,Homem,35,Eletronicos,2,30,60
594,2023-09-01,CUST594,Mulher,19,Eletronicos,2,300,600
595,2023-11-09,CUST595,Mulher,18,Roupas,4,500,2000
596,2023-02-07,CUST596,Mulher,64,Eletronicos,1,300,300
597,2023-08-22,CUST597,Homem,22,Beleza,4,300,1200
598,2023-08-01,CUST598,Homem,37,Beleza,4,30,120
599,2023-11-19,CUST599,Mulher,28,Beleza,2,50,100
600,2023-10-22,CUST600,Mulher,59,Beleza,2,500,1000
601,2023-04-10,CUST601,Homem,19,Roupas,1,30,30
602,2023-12-23,CUST602,Mulher,20,Eletronicos,1,300,300
603,2023-07-16,CUST603,Mulher,40,Roupas,3,30,90
604,2023-09-11,CUST604,Mulher,29,Eletronicos,4,50,200
605,2023-07-24,CUST605,Homem,37,Eletronicos,2,500,1000
606,2023-05-05,CUST606,Homem,22,Eletronicos,1,50,50
607,2023-03-17,CUST607,Homem,54,Roupas,3,25,75
608,2023-12-02,CUST608,Mulher,55,Eletronicos,3,500,1500
609,2023-12-19,CUST609,Mulher,47,Roupas,2,50,100
610,2023-01-03,CUST610,Mulher,26,Beleza,2,300,600
611,2023-02-24,CUST611,Homem,51,Beleza,3,500,1500
612,2023-08-06,CUST612,Mulher,61,Eletronicos,1,500,500
613,2023-04-23,CUST613,Mulher,52,Roupas,3,30,90
614,2023-04-01,CUST614,Mulher,39,Beleza,4,300,1200
615,2023-12-23,CUST615,Mulher,61,Roupas,4,25,100
616,2023-09-23,CUST616,Homem,41,Roupas,2,50,100
617,2023-08-26,CUST617,Homem,34,Eletronicos,1,30,30
618,2023-01-26,CUST618,Mulher,27,Beleza,1,50,50
619,2023-10-13,CUST619,Homem,47,Eletronicos,4,25,100
620,2023-05-08,CUST620,Homem,63,Eletronicos,3,25,75
621,2023-03-04,CUST621,Mulher,40,Beleza,2,500,1000
622,2023-08-22,CUST622,Mulher,49,Beleza,3,25,75
623,2023-03-10,CUST623,Homem,34,Roupas,3,50,150
624,2023-08-26,CUST624,Mulher,34,Beleza,3,300,900
625,2023-12-08,CUST625,Homem,31,Roupas,1,300,300
626,2023-09-29,CUST626,Mulher,26,Roupas,4,500,2000
627,2023-10-14,CUST627,Homem,57,Roupas,1,50,50
628,2023-11-01,CUST628,Mulher,19,Beleza,4,50,200
629,2023-06-12,CUST629,Homem,62,Eletronicos,2,25,50
630,2023-08-15,CUST630,Homem,42,Roupas,2,50,100
631,2023-11-10,CUST631,Homem,56,Eletronicos,3,30,90
632,2023-09-16,CUST632,Mulher,26,Eletronicos,4,25,100
633,2023-08-07,CUST633,Homem,39,Beleza,4,30,120
634,2023-10-08,CUST634,Homem,60,Eletronicos,4,500,2000
635,2023-08-17,CUST635,Mulher,63,Eletronicos,3,300,900
636,2023-03-23,CUST636,Mulher,21,Beleza,3,500,1500
637,2023-09-01,CUST637,Homem,43,Roupas,2,300,600
638,2023-08-19,CUST638,Homem,46,Eletronicos,1,500,500
639,2023-05-13,CUST639,Mulher,62,Beleza,4,50,200
640,2023-05-07,CUST640,Mulher,51,Eletronicos,4,30,120
641,2023-11-23,CUST641,Mulher,40,Eletronicos,1,300,300
642,2023-05-22,CUST642,Mulher,54,Roupas,4,25,100
643,2023-09-24,CUST643,Mulher,28,Eletronicos,3,30,90
644,2023-09-06,CUST644,Homem,23,Beleza,3,25,75
645,2023-11-17,CUST645,Mulher,35,Eletronicos,4,30,120
646,2023-05-03,CUST646,Homem,38,Roupas,3,30,90
647,2023-05-21,CUST647,Homem,59,Roupas,3,500,1500
648,2023-08-14,CUST648,Homem,53,Beleza,4,300,1200
649,2023-02-09,CUST649,Mulher,58,Roupas,2,300,600
650,2024-01-01,CUST650,Homem,55,Eletronicos,1,30,30
651,2023-05-27,CUST651,Homem,51,Roupas,3,50,150
652,2023-05-01,CUST652,Mulher,34,Beleza,2,50,100
653,2023-05-20,CUST653,Homem,54,Roupas,3,25,75
654,2023-06-21,CUST654,Homem,42,Roupas,3,25,75
655,2023-06-13,CUST655,Mulher,55,Roupas,1,500,500
656,2023-10-04,CUST656,Homem,29,Beleza,3,30,90
657,2023-02-11,CUST657,Homem,40,Roupas,1,25,25
658,2023-03-12,CUST658,Homem,59,Roupas,1,25,25
659,2023-03-19,CUST659,Mulher,39,Eletronicos,1,30,30
660,2023-04-29,CUST660,Mulher,38,Beleza,2,500,1000
661,2023-07-16,CUST661,Mulher,44,Roupas,4,25,100
662,2023-12-22,CUST662,Homem,48,Beleza,2,500,1000
663,2023-03-20,CUST663,Homem,23,Roupas,4,300,1200
664,2023-12-28,CUST664,Mulher,44,Roupas,4,500,2000
665,2023-04-20,CUST665,Homem,57,Roupas,1,50,50
666,2023-02-02,CUST666,Homem,51,Eletronicos,3,50,150
